record,record_id,date,time,lat,long,ew,sact,speed,sdir,cld,prec,wspeed,wdir,atmp,aprs,sste,stmp,sal,depth,obs,csmeth,month,seasn,long360,latcell,longecell
2445,6018066,1980-01-18T00:00:00Z,1899-12-31T11:30:00Z,-65.73333333333333,65.45,E,1,11,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,JOHN,F,1,summer,65.45,-65.5,65.5
2446,6018067,1980-01-18T00:00:00Z,1899-12-31T13:40:00Z,-65.58333333333333,66.48333333333333,E,1,11,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,JOHN,F,1,summer,66.48333333333333,-65.5,66.5
2447,6018068,1980-01-18T00:00:00Z,1899-12-31T19:45:00Z,-65.11666666666666,67.8,E,1,11,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,JOHN,F,1,summer,67.8,-65.5,67.5
2448,6018069,1980-01-19T00:00:00Z,1899-12-31T08:40:00Z,-66.21666666666667,72.43333333333334,E,1,12,NA,0,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,72.43333333333334,-66.5,72.5
2449,6018070,1980-01-19T00:00:00Z,1899-12-31T10:15:00Z,-66.43333333333334,73.05,E,1,12,NA,0,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,73.05,-66.5,73.5
2450,6018071,1980-01-19T00:00:00Z,1899-12-31T10:53:00Z,-66.5,73.25,E,1,12,NA,1,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,73.25,-66.5,73.5
2451,6018072,1980-01-19T00:00:00Z,1899-12-31T19:30:00Z,-67.43333333333334,74.2,E,1,12,NA,0,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,74.2,-67.5,74.5
2452,6018073,1980-01-19T00:00:00Z,1899-12-31T23:30:00Z,-67.95,75.13333333333334,E,1,12,NA,0,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,75.13333333333334,-67.5,75.5
2453,6018074,1980-01-20T00:00:00Z,1899-12-31T15:00:00Z,-68.1,75.85,E,1,10,NA,2,0,1,NA,NA,NA,1,NA,NA,NA,JOHN,F,1,summer,75.85,-68.5,75.5
2454,6018075,1980-01-20T00:00:00Z,1899-12-31T16:00:00Z,-67.9,75.6,E,1,10,NA,2,0,1,NA,NA,NA,1,NA,NA,NA,JOHN,F,1,summer,75.6,-67.5,75.5
2455,6018076,1980-01-21T00:00:00Z,1899-12-31T09:50:00Z,-64.95,75.23333333333333,E,1,11,NA,2,8,5,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,75.23333333333333,-64.5,75.5
2456,6018077,1980-01-21T00:00:00Z,1899-12-31T11:00:00Z,-64.8,75.66666666666667,E,1,11,NA,2,8,5,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,75.66666666666667,-64.5,75.5
2457,6018078,1980-01-21T00:00:00Z,1899-12-31T11:10:00Z,-64.78333333333333,75.75,E,1,11,NA,2,8,5,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,75.75,-64.5,75.5
2458,6018079,1980-01-21T00:00:00Z,1899-12-31T14:00:00Z,-64.46666666666667,76.81666666666666,E,1,11,NA,2,8,5,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,76.81666666666666,-64.5,76.5
2459,6018080,1980-01-21T00:00:00Z,1899-12-31T21:00:00Z,-63.7,79.41666666666667,E,1,11,NA,2,8,5,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,79.41666666666667,-63.5,79.5
2460,6018081,1980-01-22T00:00:00Z,1899-12-31T15:00:00Z,-61.833333333333336,85.66666666666667,E,1,11,NA,2,4,5,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,85.66666666666667,-61.5,85.5
2461,6018082,1980-01-22T00:00:00Z,1899-12-31T19:45:00Z,-61.25,87,E,1,11,NA,2,4,5,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,87,-61.5,87.5
2462,6018083,1980-01-23T00:00:00Z,1899-12-31T08:50:00Z,-60.05,90.38333333333334,E,1,12,NA,2,4,3,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,90.38333333333334,-60.5,90.5
2463,6018084,1980-01-23T00:00:00Z,1899-12-31T10:20:00Z,-59.983333333333334,90.51666666666667,E,1,12,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,90.51666666666667,-59.5,90.5
2464,6018085,1980-01-23T00:00:00Z,1899-12-31T14:00:00Z,-59.61666666666667,91.68333333333334,E,1,12,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,91.68333333333334,-59.5,91.5
2465,6018086,1980-01-23T00:00:00Z,1899-12-31T16:50:00Z,-59.31666666666667,92.6,E,1,12,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,92.6,-59.5,92.5
2466,6018087,1980-01-24T00:00:00Z,1899-12-31T11:05:00Z,-57.5,98.61666666666666,E,1,12,NA,2,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,98.61666666666666,-57.5,98.5
2467,6018088,1980-01-24T00:00:00Z,1899-12-31T12:50:00Z,-57.31666666666667,99.16666666666667,E,1,12,NA,0,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,99.16666666666667,-57.5,99.5
2468,6018089,1980-01-24T00:00:00Z,1899-12-31T13:50:00Z,-57.2,99.48333333333333,E,1,12,NA,0,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,99.48333333333333,-57.5,99.5
2469,6018090,1980-01-24T00:00:00Z,1899-12-31T19:45:00Z,-56.56666666666667,101.43333333333334,E,1,12,NA,1,0,4,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,101.43333333333334,-56.5,101.5
2470,6018091,1980-01-25T00:00:00Z,1899-12-31T10:12:00Z,-55.15,105.65,E,1,12,NA,2,8,7,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,105.65,-55.5,105.5
2471,6018092,1980-01-25T00:00:00Z,1899-12-31T11:00:00Z,-55.05,105.85,E,1,12,NA,2,8,7,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,105.85,-55.5,105.5
2472,6018093,1980-01-25T00:00:00Z,1899-12-31T13:45:00Z,-54.8,106.65,E,1,12,NA,2,8,7,NA,NA,NA,3,NA,NA,NA,JOHN,F,1,summer,106.65,-54.5,106.5
2473,6018094,1980-01-26T00:00:00Z,1899-12-31T10:40:00Z,-52.53333333333333,112.36666666666666,E,1,13,NA,2,8,7,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,112.36666666666666,-52.5,112.5
2474,6018095,1980-01-26T00:00:00Z,1899-12-31T11:00:00Z,-52.5,112.4,E,1,13,NA,2,8,7,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,112.4,-52.5,112.5
2475,6018096,1980-01-26T00:00:00Z,1899-12-31T12:00:00Z,-52.38333333333333,112.68333333333334,E,1,13,NA,2,0,6,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,112.68333333333334,-52.5,112.5
2476,6018097,1980-01-26T00:00:00Z,1899-12-31T13:55:00Z,-52.18333333333333,113.26666666666667,E,1,13,NA,2,0,6,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,113.26666666666667,-52.5,113.5
2477,6018098,1980-01-27T00:00:00Z,1899-12-31T10:00:00Z,-50.06666666666667,118.73333333333333,E,1,13,NA,1,0,7,NA,NA,NA,6,NA,NA,NA,JOHN,F,1,summer,118.73333333333333,-50.5,118.5
2478,6018099,1980-01-27T00:00:00Z,1899-12-31T13:50:00Z,-49.61666666666667,119.8,E,1,13,NA,1,0,7,NA,NA,NA,6,NA,NA,NA,JOHN,F,1,summer,119.8,-49.5,119.5
2479,6018100,1980-01-27T00:00:00Z,1899-12-31T14:50:00Z,-49.5,120.06666666666666,E,1,13,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,120.06666666666666,-49.5,120.5
2480,6018101,1980-01-28T00:00:00Z,1899-12-31T09:40:00Z,-47.31666666666667,125.26666666666667,E,1,13,NA,1,0,5,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,125.26666666666667,-47.5,125.5
2481,6018102,1980-01-28T00:00:00Z,1899-12-31T11:15:00Z,-47.15,125.66666666666667,E,1,13,NA,1,0,5,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,125.66666666666667,-47.5,125.5
2482,6018103,1980-01-28T00:00:00Z,1899-12-31T15:30:00Z,-46.65,126.75,E,1,13,NA,1,0,5,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,126.75,-46.5,126.5
2483,6018104,1980-01-29T00:00:00Z,1899-12-31T10:15:00Z,-44.63333333333333,131.21666666666667,E,1,13,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,131.21666666666667,-44.5,131.5
2484,6018105,1980-01-29T00:00:00Z,1899-12-31T15:00:00Z,-44.1,132.31666666666666,E,1,13,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,132.31666666666666,-44.5,132.5
2485,6018106,1980-01-29T00:00:00Z,1899-12-31T17:00:00Z,-43.86666666666667,132.8,E,1,13,NA,1,0,3,NA,NA,NA,4,NA,NA,NA,JOHN,F,1,summer,132.8,-43.5,132.5
2486,6018107,1980-01-30T00:00:00Z,1899-12-31T11:20:00Z,-42.03333333333333,137.05,E,1,12,NA,2,6,7,NA,NA,NA,6,NA,NA,NA,JOHN,F,1,summer,137.05,-42.5,137.5
2487,6018108,1980-01-30T00:00:00Z,1899-12-31T15:50:00Z,-41.583333333333336,138.06666666666666,E,1,12,NA,2,8,7,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,138.06666666666666,-41.5,138.5
2488,6018109,1980-01-30T00:00:00Z,1899-12-31T17:00:00Z,-41.46666666666667,138.31666666666666,E,1,12,NA,2,8,6,NA,NA,NA,5,NA,NA,NA,JOHN,F,1,summer,138.31666666666666,-41.5,138.5
2489,6019001,1980-03-14T00:00:00Z,1899-12-31T17:00:00Z,-52.46666666666667,156.43333333333334,E,1,4.9,NA,2,0,7,NA,NA,NA,5,NA,NA,NA,SEPP,F,3,autumn,156.43333333333334,-52.5,156.5
2490,6019002,1980-03-15T00:00:00Z,1899-12-31T07:50:00Z,-51.3,153.58333333333334,E,1,10.9,NA,2,8,6,NA,NA,NA,4,NA,NA,NA,SEPP,F,3,autumn,153.58333333333334,-51.5,153.5
2491,6019003,1980-03-15T00:00:00Z,1899-12-31T09:00:00Z,-51.13333333333333,153.46666666666667,E,1,10.9,NA,2,0,6,NA,NA,NA,4,NA,NA,NA,SEPP,F,3,autumn,153.46666666666667,-51.5,153.5
2492,6019004,1980-03-15T00:00:00Z,1899-12-31T10:50:00Z,-50.766666666666666,153.26666666666668,E,1,11,NA,1,0,6,NA,NA,NA,4,NA,NA,NA,SEPP,F,3,autumn,153.26666666666668,-50.5,153.5
2493,6019005,1980-03-15T00:00:00Z,1899-12-31T14:30:00Z,-50.2,152.95,E,1,10.2,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,SEPP,F,3,autumn,152.95,-50.5,152.5
2494,6019006,1980-03-15T00:00:00Z,1899-12-31T17:00:00Z,-49.85,152.71666666666667,E,1,9.8,NA,1,0,6,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,152.71666666666667,-49.5,152.5
2495,6019007,1980-03-15T00:00:00Z,1899-12-31T17:35:00Z,-49.733333333333334,152.63333333333333,E,1,9.8,NA,1,0,6,NA,NA,NA,4,NA,NA,NA,SEPP,F,3,autumn,152.63333333333333,-49.5,152.5
2496,6019008,1980-03-16T00:00:00Z,1899-12-31T06:25:00Z,-47.666666666666664,151.56666666666666,E,1,10.5,NA,2,2,6,NA,NA,NA,4,NA,NA,NA,SEPP,F,3,autumn,151.56666666666666,-47.5,151.5
2497,6019009,1980-03-16T00:00:00Z,1899-12-31T11:00:00Z,-47.166666666666664,151.11666666666667,E,1,7.3,NA,1,0,9,NA,NA,NA,5,NA,NA,NA,SEPP,F,3,autumn,151.11666666666667,-47.5,151.5
2498,6019010,1980-03-16T00:00:00Z,1899-12-31T13:50:00Z,-47.03333333333333,150.98333333333332,E,1,5.2,NA,1,0,9,NA,NA,NA,5,NA,NA,NA,SEPP,F,3,autumn,150.98333333333332,-47.5,150.5
2499,6019011,1980-03-16T00:00:00Z,1899-12-31T16:00:00Z,-46.916666666666664,150.83333333333334,E,1,4.8,NA,2,0,8,NA,NA,NA,5,NA,NA,NA,SEPP,F,3,autumn,150.83333333333334,-46.5,150.5
2500,6019012,1980-03-16T00:00:00Z,1899-12-31T16:50:00Z,-46.88333333333333,150.7,E,1,4.9,NA,1,0,8,NA,NA,NA,5,NA,NA,NA,SEPP,F,3,autumn,150.7,-46.5,150.5
2501,6019013,1980-03-17T00:00:00Z,1899-12-31T06:00:00Z,-45.333333333333336,150.26666666666668,E,1,10.6,NA,2,0,5,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,150.26666666666668,-45.5,150.5
2502,6019014,1980-03-17T00:00:00Z,1899-12-31T06:20:00Z,-45.28333333333333,150.25,E,1,10.6,NA,2,0,5,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,150.25,-45.5,150.5
2503,6019015,1980-03-17T00:00:00Z,1899-12-31T09:30:00Z,-44.733333333333334,150.1,E,1,10.5,NA,2,0,7,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,150.1,-44.5,150.5
2504,6019016,1980-03-17T00:00:00Z,1899-12-31T10:50:00Z,-44.483333333333334,150,E,1,11,NA,2,0,7,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,150,-44.5,150.5
2505,6019017,1980-03-17T00:00:00Z,1899-12-31T12:30:00Z,-44.21666666666667,149.86666666666667,E,1,10.6,NA,2,0,6,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,149.86666666666667,-44.5,149.5
2506,6019018,1980-03-17T00:00:00Z,1899-12-31T14:50:00Z,-43.916666666666664,149.48333333333332,E,1,11.1,NA,1,0,7,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,149.48333333333332,-43.5,149.5
2507,6019019,1980-03-17T00:00:00Z,1899-12-31T16:10:00Z,-43.71666666666667,149.21666666666667,E,1,11.1,NA,1,0,5,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,149.21666666666667,-43.5,149.5
2508,6019020,1980-03-17T00:00:00Z,1899-12-31T16:50:00Z,-43.63333333333333,149.13333333333333,E,1,11.1,NA,1,0,5,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,149.13333333333333,-43.5,149.5
2509,6019021,1980-03-17T00:00:00Z,1899-12-31T17:50:00Z,-43.5,149.01666666666668,E,1,10.8,NA,1,0,2,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,149.01666666666668,-43.5,149.5
2510,6019022,1980-03-18T00:00:00Z,1899-12-31T06:00:00Z,-41.21666666666667,148.51666666666668,E,1,12.2,NA,1,0,6,NA,NA,NA,1,NA,NA,NA,SEPP,F,3,autumn,148.51666666666668,-41.5,148.5
2511,6019023,1980-03-18T00:00:00Z,1899-12-31T07:05:00Z,-41.03333333333333,148.5,E,1,10.8,NA,1,0,5,NA,NA,NA,1,NA,NA,NA,SEPP,F,3,autumn,148.5,-41.5,148.5
2512,6019024,1980-03-18T00:00:00Z,1899-12-31T14:30:00Z,-40.083333333333336,147.25,E,1,10.8,NA,1,0,6,NA,NA,NA,3,NA,NA,NA,SEPP,F,3,autumn,147.25,-40.5,147.5
2513,6026001,1980-01-01T00:00:00Z,1899-12-31T08:00:00Z,-34,172,E,1,16.5,NA,0,0,1,NA,NA,NA,1,NA,NA,NA,JENK,F,1,summer,172,-34.5,172.5
2514,6026002,1980-01-01T00:00:00Z,1899-12-31T08:30:00Z,-34,172,E,1,16.5,NA,0,0,2,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,172,-34.5,172.5
2515,6026003,1980-01-01T00:00:00Z,1899-12-31T09:00:00Z,-34,172,E,1,16.5,NA,1,0,2,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,172,-34.5,172.5
2516,6026004,1980-01-01T00:00:00Z,1899-12-31T09:15:00Z,-34,172,E,1,16.5,NA,0,0,2,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,172,-34.5,172.5
2517,6026005,1980-01-01T00:00:00Z,1899-12-31T09:30:00Z,-34,172,E,1,16.5,NA,0,0,2,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,172,-34.5,172.5
2518,6026006,1980-01-01T00:00:00Z,1899-12-31T10:00:00Z,-34,171,E,1,16,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,171,-34.5,171.5
2519,6026007,1980-01-01T00:00:00Z,1899-12-31T11:00:00Z,-34,171,E,1,16,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,171,-34.5,171.5
2520,6026008,1980-01-01T00:00:00Z,1899-12-31T11:30:00Z,-34,171,E,1,16,NA,1,0,4,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,171,-34.5,171.5
2521,6026009,1980-01-01T00:00:00Z,1899-12-31T12:00:00Z,-34,171,E,1,16,NA,1,0,4,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,171,-34.5,171.5
2522,6026010,1980-01-01T00:00:00Z,1899-12-31T13:45:00Z,-35,170,E,1,16,NA,1,0,4,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,170,-35.5,170.5
2523,6026011,1980-01-01T00:00:00Z,1899-12-31T15:30:00Z,-35,170,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,170,-35.5,170.5
2524,6026012,1980-01-01T00:00:00Z,1899-12-31T16:00:00Z,-35,170,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,170,-35.5,170.5
2525,6026013,1980-01-01T00:00:00Z,1899-12-31T17:00:00Z,-35,169,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,169,-35.5,169.5
2526,6026014,1980-01-01T00:00:00Z,1899-12-31T18:00:00Z,-35,169,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,169,-35.5,169.5
2527,6026015,1980-01-02T00:00:00Z,1899-12-31T08:00:00Z,-37,165,E,1,16,NA,1,0,6,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,165,-37.5,165.5
2528,6026016,1980-01-02T00:00:00Z,1899-12-31T09:00:00Z,-37,164,E,1,16,NA,1,0,6,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,164,-37.5,164.5
2529,6026017,1980-01-02T00:00:00Z,1899-12-31T09:30:00Z,-37,164,E,1,16,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,164,-37.5,164.5
2530,6026018,1980-01-02T00:00:00Z,1899-12-31T10:50:00Z,-37,164,E,1,16,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,164,-37.5,164.5
2531,6026019,1980-01-02T00:00:00Z,1899-12-31T12:00:00Z,-37,163,E,1,16,NA,1,0,6,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,163,-37.5,163.5
2532,6026020,1980-01-02T00:00:00Z,1899-12-31T17:00:00Z,-38,162,E,1,16,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,162,-38.5,162.5
2533,6026021,1980-01-03T00:00:00Z,1899-12-31T07:30:00Z,-39,157,E,1,16,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,157,-39.5,157.5
2534,6026022,1980-01-03T00:00:00Z,1899-12-31T08:00:00Z,-39,157,E,1,16,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,157,-39.5,157.5
2535,6026023,1980-01-03T00:00:00Z,1899-12-31T09:30:00Z,-40,157,E,1,16,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,157,-40.5,157.5
2536,6026024,1980-01-03T00:00:00Z,1899-12-31T10:20:00Z,-40,156,E,1,16,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,156,-40.5,156.5
2537,6026025,1980-01-03T00:00:00Z,1899-12-31T12:00:00Z,-40,156,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,156,-40.5,156.5
2538,6026026,1980-01-03T00:00:00Z,1899-12-31T13:30:00Z,-40,155,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,155,-40.5,155.5
2539,6026027,1980-01-03T00:00:00Z,1899-12-31T14:15:00Z,-40,155,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,155,-40.5,155.5
2540,6026028,1980-01-03T00:00:00Z,1899-12-31T15:00:00Z,-40,155,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,155,-40.5,155.5
2541,6026029,1980-01-03T00:00:00Z,1899-12-31T16:00:00Z,-40,155,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,155,-40.5,155.5
2542,6026030,1980-01-03T00:00:00Z,1899-12-31T17:00:00Z,-40,154,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,154,-40.5,154.5
2543,6026031,1980-01-03T00:00:00Z,1899-12-31T18:40:00Z,-41,154,E,1,16,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,154,-41.5,154.5
2544,6026032,1980-01-03T00:00:00Z,1899-12-31T20:00:00Z,-41,153,E,1,16,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,153,-41.5,153.5
2545,6026033,1980-01-04T00:00:00Z,1899-12-31T08:00:00Z,-42,149,E,1,16,NA,1,0,5,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,149,-42.5,149.5
2546,6026034,1980-01-04T00:00:00Z,1899-12-31T10:15:00Z,-42,149,E,1,16,NA,2,8,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,149,-42.5,149.5
2547,6026035,1980-01-04T00:00:00Z,1899-12-31T11:30:00Z,-43,148,E,1,16,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,148,-43.5,148.5
2548,6026036,1980-01-04T00:00:00Z,1899-12-31T12:00:00Z,-43,148,E,1,16,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,148,-43.5,148.5
2549,6026037,1980-01-04T00:00:00Z,1899-12-31T12:30:00Z,-43,148,E,1,16,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,148,-43.5,148.5
2550,6026038,1980-01-04T00:00:00Z,1899-12-31T14:10:00Z,-43,148,E,1,16,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,148,-43.5,148.5
2551,6027001,1980-01-05T00:00:00Z,1899-12-31T08:00:00Z,-41,148,E,1,16.5,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,JENK,F,1,summer,148,-41.5,148.5
2552,6027002,1980-01-05T00:00:00Z,1899-12-31T09:00:00Z,-41,148,E,1,16.5,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,JENK,F,1,summer,148,-41.5,148.5
2553,6027003,1980-01-05T00:00:00Z,1899-12-31T10:15:00Z,-41,148,E,1,16.5,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,JENK,F,1,summer,148,-41.5,148.5
2554,6027004,1980-01-05T00:00:00Z,1899-12-31T11:20:00Z,-40,148,E,1,16.5,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,148,-40.5,148.5
2555,6027005,1980-01-05T00:00:00Z,1899-12-31T11:45:00Z,-40,148,E,1,16.5,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,148,-40.5,148.5
2556,6027006,1980-01-05T00:00:00Z,1899-12-31T12:00:00Z,-40,148,E,1,16.5,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,148,-40.5,148.5
2557,6027007,1980-01-05T00:00:00Z,1899-12-31T15:00:00Z,-40,147,E,1,16.5,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,147,-40.5,147.5
2558,6027008,1980-01-05T00:00:00Z,1899-12-31T16:00:00Z,-40,147,E,1,15,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,147,-40.5,147.5
2559,6027009,1980-01-05T00:00:00Z,1899-12-31T17:00:00Z,-39,146,E,1,15,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,146,-39.5,146.5
2560,6027010,1980-01-05T00:00:00Z,1899-12-31T17:45:00Z,-39,146,E,1,15,NA,1,0,3,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,146,-39.5,146.5
2561,6027011,1980-01-05T00:00:00Z,1899-12-31T18:30:00Z,-39,146,E,1,15,NA,1,0,2,NA,NA,NA,3,NA,NA,NA,JENK,F,1,summer,146,-39.5,146.5
2562,6027012,1980-01-05T00:00:00Z,1899-12-31T20:00:00Z,-39,146,E,8,0,NA,1,0,1,NA,NA,NA,1,NA,NA,NA,JENK,F,1,summer,146,-39.5,146.5
2563,6028001,1980-01-11T00:00:00Z,1899-12-31T08:00:00Z,-39,152,E,1,15,NA,1,8,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,152,-39.5,152.5
2564,6028002,1980-01-11T00:00:00Z,1899-12-31T08:40:00Z,-39,152,E,1,15,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,152,-39.5,152.5
2565,6028003,1980-01-11T00:00:00Z,1899-12-31T10:15:00Z,-39,152,E,1,15,NA,1,0,4,NA,NA,NA,4,NA,NA,NA,JENK,F,1,summer,152,-39.5,152.5
2566,6028004,1980-01-11T00:00:00Z,1899-12-31T11:00:00Z,-40,152,E,1,15,NA,1,0,6,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,152,-40.5,152.5
2567,6028005,1980-01-11T00:00:00Z,1899-12-31T12:00:00Z,-40,153,E,1,15.5,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,153,-40.5,153.5
2568,6028006,1980-01-11T00:00:00Z,1899-12-31T12:30:00Z,-40,153,E,1,15.5,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,153,-40.5,153.5
2569,6028007,1980-01-11T00:00:00Z,1899-12-31T13:15:00Z,-40,153,E,1,15.5,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,153,-40.5,153.5
2570,6028008,1980-01-11T00:00:00Z,1899-12-31T13:30:00Z,-40,153,E,1,15.5,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,153,-40.5,153.5
2571,6028009,1980-01-11T00:00:00Z,1899-12-31T13:45:00Z,-40,153,E,1,15.5,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,153,-40.5,153.5
2572,6028010,1980-01-11T00:00:00Z,1899-12-31T14:30:00Z,-40,153,E,1,15.5,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,153,-40.5,153.5
2573,6028011,1980-01-11T00:00:00Z,1899-12-31T15:00:00Z,-40,154,E,1,15.5,NA,1,0,7,NA,NA,NA,5,NA,NA,NA,JENK,F,1,summer,154,-40.5,154.5
